Company name,Material type,Material,Process,Quantity,Manufacturing cost,Shipping cost,Day ordered,Delivery date,Lead time,Country,,Scattered plot with manufacturing cost vs delivery time
Quickparts,Polymer,ABS,VPP,1,172.93,,18-Jul,23-Jul,5,U.S.,,"Filters by Country, Process, Material, Production type (1 unit vs 1K units)"
Quickparts,Polymer,ABS,VPP,1,157.21,,18-Jul,25-Jul,7,U.S.,,
Quickparts,Polymer,ABS,VPP,1,370.49,,18-Jul,19-Jul,1,U.S.,,
Quickparts,Polymer,ABS,VPP,1,406.98,,18-Jul,18-Jul,0,U.S.,,
Quickparts,Polymer,PP,VPP,1,172.93,,18-Jul,23-Jul,5,U.S.,,
Quickparts,Polymer,PP,VPP,1,157.21,,18-Jul,25-Jul,7,U.S.,,
Quickparts,Polymer,PP,VPP,1,370.49,,18-Jul,19-Jul,1,U.S.,,
Quickparts,Polymer,PP,VPP,1,406.98,,18-Jul,18-Jul,0,U.S.,,
Quickparts,Polymer,PC,VPP,1,172.93,,18-Jul,23-Jul,5,U.S.,,
Quickparts,Polymer,PC,VPP,1,190.22,,18-Jul,25-Jul,7,U.S.,,
Quickparts,Polymer,Nylon,PBF-LB,1,95.39,,18-Jul,25-Jul,7,U.S.,,
Quickparts,Polymer,Nylon,PBF-LB,1,86.72,,18-Jul,27-Jul,9,U.S.,,
Quickparts,Metal,Titanium,PBF-LB,1,1555.14,,18-Jul,30-Jul,12,U.S.,,
Quickparts,Metal,Titanium,PBF-LB,1,1399.62,,18-Jul,2-Aug,15,U.S.,,
Quickparts,Metal,Aluminum,PBF-LB,1,502.79,,18-Jul,30-Jul,12,U.S.,,
Quickparts,Polymer,Aluminum,PBF-LB,1,437.21,,18-Jul,2-Aug,15,U.S.,,
Quickparts,Polymer,316L,PBF-LB,1,1088.58,,18-Jul,30-Jul,12,U.S.,,
Quickparts,Polymer,316L,PBF-LB,1,979.73,,18-Jul,2-Aug,15,U.S.,,
Shapeways,Metal,316L,BJT,1,377.03,24.96,2-Jul,22-Aug,51,Netherlands,,
"Facfox (Hangzhou Chizha Technology Co., Ltd.)",Metal,316L,PBF-LB,1,211.2,34.99,2-Jul,27-Jul,25,China,,
AOL Precision Mfg (via CraftCloud),Metal,316L,PBF-LB,1,1773.33,48.75,2-Jul,7-Aug,36,U.S.,,
AOL Precision Mfg (via CraftCloud),Metal,Aluminum,PBF-LB,1,853.16,48.75,2-Jul,7-Aug,36,U.S.,,
AOL Precision Mfg (via CraftCloud),Metal,Titanium,PBF-LB,1,3377.73,48.75,2-Jul,7-Aug,36,U.S.,,
AOL Precision Mfg (via CraftCloud),Metal,Inconel 718,PBF-LB,1,5785.07,48.75,2-Jul,7-Aug,36,U.S.,,
Smart Factory (via CraftCloud),Metal,Titanium,PBF-LB,1,4133.38,100.63,2-Jul,28-Jul,26,Lithuania,,
Shenzhen 3D Innovate,Metal,Inconel 718,PBF-LB,1,656.06,26,4-Jul,21-Jul,17,China,,
Shenzhen 3D Innovate,Metal,Inconel 718,PBF-LB,1,676.31,34.13,4-Jul,18-Jul,14,China,,
3DPnxt,Metal,Inconel 718,PBF-LB,1,735.38,19.5,4-Jul,22-Jul,18,China,,
3DPnxt,Metal,Inconel 718,PBF-LB,1,735.38,30.88,4-Jul,18-Jul,14,China,,
KleRo GmbH,Metal,Inconel 718,PBF-LB,1,737.81,80.51,4-Jul,5-Aug,32,Germany,,
KleRo GmbH,Metal,Inconel 718,PBF-LB,1,819.6,90.58,4-Jul,31-Jul,27,Germany,,
IN3DTEC,Metal,Inconel 718,PBF-LB,1,1098.34,32.5,4-Jul,16-Jul,12,China,,
3DPnxt,Metal,Aluminum,PBF-LB,1,79.3,19.5,4-Jul,21-Jul,17,China,,
ProtoTi,Metal,Aluminum,PBF-LB,1,80.09,19.5,4-Jul,21-Jul,17,China,,
3DPnxt,Metal,Aluminum,PBF-LB,1,81.3,19.5,4-Jul,18-Jul,14,China,,
ProtoTi,Metal,Aluminum,PBF-LB,1,82.52,19.5,4-Jul,18-Jul,14,China,,
Shenzhen 3D Innovate,Metal,Aluminum,PBF-LB,1,79.5,26,4-Jul,22-Jul,18,China,,
3DPnxt,Metal,Aluminum,PBF-LB,1,81.3,30.88,4-Jul,16-Jul,12,China,,
3DSPRO Limited,Metal,Aluminum,PBF-LB,1,92.82,32.5,4-Jul,23-Jul,19,China,,
Unionfab,Metal,Aluminum,PBF-LB,1,99.84,27.63,4-Jul,15-Jul,11,China,,
IN3DTEC,Metal,Aluminum,PBF-LB,1,127.37,22.1,4-Jul,17-Jul,13,China,,
GLINK TECHNOLOGY,Metal,Aluminum,PBF-LB,1,125.07,30.88,4-Jul,15-Jul,11,China,,
zone3Dplus,Metal,Aluminum,PBF-LB,1,139.15,26,4-Jul,16-Jul,12,China,,
szmake3d,Metal,Aluminum,PBF-LB,1,142.74,27.63,4-Jul,15-Jul,11,China,,
AppVest Intelligent Manufacturing,Metal,Aluminum,PBF-LB,1,605.45,54.35,4-Jul,21-Jul,17,Turkey,,
PrecisionHub 3D Labs,Metal,Aluminum,PBF-LB,1,1188.56,6.34,4-Jul,15-Aug,42,U.S.,,
PrecisionHub 3D Labs,Metal,Aluminum,PBF-LB,1,1251.03,6.34,4-Jul,1-Aug,28,U.S.,,
PrecisionHub 3D Labs,Metal,Aluminum,PBF-LB,1,1251.03,48.92,4-Jul,29-Jul,25,U.S.,,
ProtoTi,Metal,Titanium,PBF-LB,1,328.12,19.5,4-Jul,22-Jul,18,China,,
Shenzhen 3D Innovate,Metal,Titanium,PBF-LB,1,327.99,26,4-Jul,22-Jul,18,China,,
ProtoTi,Metal,Titanium,PBF-LB,1,334.79,19.5,4-Jul,21-Jul,17,China,,
Shenzhen 3D Innovate,Metal,Titanium,PBF-LB,1,338.08,26,4-Jul,21-Jul,17,China,,
ProtoTi,Metal,Titanium,PBF-LB,1,334.79,30.88,4-Jul,17-Jul,13,China,,
Shenzhen 3D Innovate,Metal,Titanium,PBF-LB,1,338.08,34.13,4-Jul,18-Jul,14,China,,
3DPnxt,Metal,Titanium,PBF-LB,1,398.1,19.5,4-Jul,22-Jul,18,China,,
3DPnxt,Metal,Titanium,PBF-LB,1,404.14,19.5,4-Jul,21-Jul,17,China,,
3DPnxt,Metal,Titanium,PBF-LB,1,404.14,30.88,4-Jul,17-Jul,13,China,,
IN3DTEC,Metal,Titanium,PBF-LB,1,557.31,22.1,4-Jul,18-Jul,14,China,,
IN3DTEC,Metal,Titanium,PBF-LB,1,557.31,32.5,4-Jul,16-Jul,12,China,,
3DSPRO Limited,Metal,Titanium,PBF-LB,1,567.92,32.5,4-Jul,23-Jul,19,China,,
3DSPRO Limited,Metal,Titanium,PBF-LB,1,567.92,40.63,4-Jul,21-Jul,17,China,,
GLINK TECHNOLOGY,Metal,Titanium,PBF-LB,1,701.47,30.88,4-Jul,21-Jul,17,China,,
Unionfab,Metal,Titanium,PBF-LB,1,925.39,27.63,4-Jul,16-Jul,12,China,,
zone3Dplus,Metal,Titanium,PBF-LB,1,1164.54,27.63,4-Jul,16-Jul,12,China,,
szmake3d,Metal,Titanium,PBF-LB,1,1188.38,27.63,4-Jul,22-Jul,18,China,,
Unionfab,Metal,Titanium,PBF-LB,1,1849.22,27.63,4-Jul,11-Jul,7,China,,
FlyInn Tech,Metal,Titanium,PBF-LB,1,2118.84,48.75,4-Jul,30-Jul,26,China,,
 AOL Precision Mfg,Metal,Titanium,PBF-LB,1,3377.73,48.75,4-Jul,11-Aug,38,U.S.,,
Smart Factory,Metal,Titanium,PBF-LB,1,4032.98,100.63,4-Jul,30-Jul,26,Lithuania,,
Shenzhen 3D Innovate,Metal,316L,PBF-LB,1,106.18,26,4-Jul,22-Jul,18,China,,
Shenzhen 3D Innovate,Metal,316L,PBF-LB,1,109.41,26,4-Jul,21-Jul,17,China,,
ProtoTi,Metal,316L,PBF-LB,1,119.59,19.5,4-Jul,21-Jul,17,China,,
3DPnxt,Metal,316L,PBF-LB,1,122.07,19.5,4-Jul,21-Jul,17,China,,
ProtoTi,Metal,316L,PBF-LB,1,123.24,19.5,4-Jul,18-Jul,14,China,,
Shenzhen 3D Innovate,Metal,316L,PBF-LB,1,109.41,34.13,4-Jul,18-Jul,14,China,,
3DPnxt,Metal,316L,PBF-LB,1,125.16,19.5,4-Jul,18-Jul,14,China,,
ProtoTi,Metal,316L,PBF-LB,1,123.24,30.88,4-Jul,16-Jul,12,China,,
3DPnxt,Metal,316L,PBF-LB,1,125.16,30.88,4-Jul,16-Jul,12,China,,
M Aerospace RTC,Metal,316L,PBF-LB,1,164.29,13.82,4-Jul,25-Jul,21,Mexico,,
3DSPRO Limited,Metal,316L,PBF-LB,1,147.07,32.5,4-Jul,23-Jul,19,China,,
3DSPRO Limited,Metal,316L,PBF-LB,1,147.07,40.63,4-Jul,21-Jul,17,China,,
IN3DTEC,Metal,316L,PBF-LB,1,185.72,22.1,4-Jul,17-Jul,13,China,,
IN3DTEC,Metal,316L,PBF-LB,1,185.72,32.5,4-Jul,15-Jul,11,China,,
FacFox,Metal,316L,PBF-LB,1,164.68,56.88,4-Jul,19-Jul,15,China,,
FacFox,Metal,316L,PBF-LB,1,166.32,56.88,4-Jul,25-Jul,21,China,,
szmake3d,Metal,316L,PBF-LB,1,204.36,32.5,4-Jul,14-Jul,10,China,,
szmake3d,Metal,316L,PBF-LB,1,204.36,35.75,4-Jul,14-Jul,10,China,,
Unionfab,Metal,316L,PBF-LB,1,206.96,35.75,4-Jul,15-Jul,11,China,,
GLINK TECHNOLOGY,Metal,316L,PBF-LB,1,236.81,30.88,4-Jul,15-Jul,11,China,,
zone3Dplus,Metal,316L,PBF-LB,1,231.61,39,4-Jul,16-Jul,12,China,,
zone3Dplus,Metal,316L,PBF-LB,1,231.61,79.63,4-Jul,15-Jul,11,China,,
Unionfab,Metal,316L,PBF-LB,1,412.36,35.75,4-Jul,11-Jul,7,China,,
KleRo GmbH,Metal,316L,PBF-LB,1,377.8,80.37,4-Jul,5-Aug,32,Germany,,
KleRo GmbH,Metal,316L,PBF-LB,1,419.59,80.37,4-Jul,28-Jul,24,Germany,,
KleRo GmbH,Metal,316L,PBF-LB,1,419.59,90.43,4-Jul,24-Jul,20,Germany,,
FlyInn Tech,Metal,316L,PBF-LB,1,529.04,48.75,4-Jul,30-Jul,26,China,,
KleRo GmbH,Metal,316L,PBF-LB,1,787.71,90.43,4-Jul,17-Jul,13,Germany,,
PrecisionHub 3D Labs,Metal,316L,PBF-LB,1,1188.56,7.8,4-Jul,15-Aug,42,U.S.,,
PrecisionHub 3D Labs,Metal,316L,PBF-LB,1,1251.03,7.8,4-Jul,1-Aug,28,U.S.,,
PrecisionHub 3D Labs,Metal,316L,PBF-LB,1,1251.03,48.92,4-Jul,29-Jul,25,U.S.,,
AOL Precision Mfg,Metal,316L,PBF-LB,1,1773.33,48.75,4-Jul,20-Aug,47,U.S.,,
AOL Precision Mfg,Metal,316L,PBF-LB,1,1773.51,48.75,4-Jul,11-Aug,38,U.S.,,
ProtoTi,Metal,PH17-4,PBF-LB,1,159.76,19.5,4-Jul,22-Jul,18,China,,
3DPnxt,Metal,PH17-4,PBF-LB,1,159.94,19.5,4-Jul,22-Jul,18,China,,
3DPnxt,Metal,PH17-4,PBF-LB,1,162.34,19.5,4-Jul,21-Jul,17,China,,
ProtoTi,Metal,PH17-4,PBF-LB,1,162.99,19.5,4-Jul,21-Jul,17,China,,
Shenzhen 3D Innovate,Metal,PH17-4,PBF-LB,1,156.7,26,4-Jul,22-Jul,18,China,,
Shenzhen 3D Innovate,Metal,PH17-4,PBF-LB,1,161.5,26,4-Jul,21-Jul,17,China,,
3DPnxt,Metal,PH17-4,PBF-LB,1,162.34,30.88,4-Jul,17-Jul,13,China,,
ProtoTi,Metal,PH17-4,PBF-LB,1,162.99,30.88,4-Jul,17-Jul,13,China,,
Shenzhen 3D Innovate,Metal,PH17-4,PBF-LB,1,161.5,34.13,4-Jul,18-Jul,14,China,,
Unionfab,Metal,PH17-4,PBF-LB,1,223.25,35.75,4-Jul,15-Jul,11,China,,
3DSPRO Limited,Metal,PH17-4,PBF-LB,1,302.95,32.5,4-Jul,23-Jul,19,Hong Kong,,
3DSPRO Limited,Metal,PH17-4,PBF-LB,1,302.95,40.63,4-Jul,21-Jul,17,Hong Kong,,
IN3DTEC,Metal,PH17-4,PBF-LB,1,361,22.1,4-Jul,17-Jul,13,China,,
IN3DTEC,Metal,PH17-4,PBF-LB,1,361,32.5,4-Jul,15-Jul,11,China,,
zone3Dplus,Metal,PH17-4,PBF-LB,1,359.32,39,4-Jul,16-Jul,12,China,,
zone3Dplus,Metal,PH17-4,PBF-LB,1,359.32,79.63,4-Jul,15-Jul,11,China,,
Unionfab,Metal,PH17-4,PBF-LB,1,444.93,35.75,4-Jul,11-Jul,7,China,,
AppVest Intelligent Manufacturing,Metal,PH17-4,PBF-LB,1,604.45,54.26,4-Jul,4-Aug,31,Turkey,,
AOL Precision Mfg,Metal,PH17-4,PBF-LB,1,2595.52,48.75,4-Jul,20-Aug,47,U.S.,,
AOL Precision Mfg,Metal,PH17-4,PBF-LB,1,2595.78,48.75,4-Jul,11-Aug,38,U.S.,,
Shenzhen 3D Innovate,Metal,Maraging steel,PBF-LB,1,190.58,26,4-Jul,22-Jul,18,China,,
ProtoTi,Metal,Maraging steel,PBF-LB,1,200.51,19.5,4-Jul,22-Jul,18,China,,
3DPnxt,Metal,Maraging steel,PBF-LB,1,200.98,19.5,4-Jul,21-Jul,17,China,,
Shenzhen 3D Innovate,Metal,Maraging steel,PBF-LB,1,196.43,26,4-Jul,21-Jul,17,China,,
ProtoTi,Metal,Maraging steel,PBF-LB,1,204.57,19.5,4-Jul,21-Jul,17,China,,
3DPnxt,Metal,Maraging steel,PBF-LB,1,206.1,19.5,4-Jul,18-Jul,14,China,,
Shenzhen 3D Innovate,Metal,Maraging steel,PBF-LB,1,196.43,34.13,4-Jul,18-Jul,14,China,,
ProtoTi,Metal,Maraging steel,PBF-LB,1,204.57,30.88,4-Jul,17-Jul,13,China,,
3DPnxt,Metal,Maraging steel,PBF-LB,1,206.1,30.88,4-Jul,16-Jul,12,China,,
szmake3d,Metal,Maraging steel,PBF-LB,1,248.73,32.5,4-Jul,16-Jul,12,China,,
szmake3d,Metal,Maraging steel,PBF-LB,1,248.73,35.75,4-Jul,16-Jul,12,China,,
IN3DTEC,Metal,Maraging steel,PBF-LB,1,280.01,22.1,4-Jul,18-Jul,14,China,,
IN3DTEC,Metal,Maraging steel,PBF-LB,1,280.01,32.5,4-Jul,16-Jul,12,China,,
Unionfab,Metal,Maraging steel,PBF-LB,1,313.22,35.75,4-Jul,16-Jul,12,China,,
3DSPRO Limited,Metal,Maraging steel,PBF-LB,1,344.81,32.5,4-Jul,23-Jul,19,Hong Kong,,
3DSPRO Limited,Metal,Maraging steel,PBF-LB,1,344.81,40.63,4-Jul,21-Jul,17,Hong Kong,,
KleRo GmbH,Metal,Maraging steel,PBF-LB,1,505.11,80.37,4-Jul,5-Aug,32,Germany,,
KleRo GmbH,Metal,Maraging steel,PBF-LB,1,561.05,80.37,4-Jul,28-Jul,24,Germany,,
KleRo GmbH,Metal,Maraging steel,PBF-LB,1,561.05,90.43,4-Jul,24-Jul,20,Germany,,
KleRo GmbH,Metal,Maraging steel,PBF-LB,1,985.75,90.43,4-Jul,17-Jul,13,Germany,,
FlyInn Tech,Metal,Maraging steel,PBF-LB,1,1073.45,48.75,4-Jul,30-Jul,26,China,,
AOL Precision Mfg,Metal,Maraging steel,PBF-LB,1,5711.55,48.75,4-Jul,20-Aug,47,U.S.,,
AOL Precision Mfg,Metal,Maraging steel,PBF-LB,1,5712.12,48.75,4-Jul,11-Aug,38,U.S.,,
Unionfab,Metal,316L,BJT,1,132.83,35.75,5-Jul,18-Jul,13,China,,
szmake3d,Metal,316L,BJT,1,365.56,32.5,5-Jul,16-Jul,11,China,,
szmake3d,Metal,316L,BJT,1,365.56,35.75,5-Jul,16-Jul,11,China,,
FacFox,Metal,Brass,AM-LWC,1,1329.59,56.88,5-Jul,19-Aug,45,China,,
FacFox,Metal,Brass,AM-LWC,1,1343,56.88,5-Jul,25-Jul,20,China,,
Shenzhen 3D Innovate,Metal,Brass,AM-LWC,1,1396.3,26,5-Jul,25-Jul,20,China,,
3D Print India,Metal,Brass,AM-LWC,1,1405.56,37.38,5-Jul,29-Jul,24,India,,
Shenzhen 3D Innovate,Metal,Brass,AM-LWC,1,1439.44,26,5-Jul,23-Jul,18,China,,
Shenzhen 3D Innovate,Metal,Brass,AM-LWC,1,1439.44,34.13,5-Jul,22-Jul,17,China,,
3D Print India,Metal,Bronze,AM-LWC,1,1405.56,37.38,5-Jul,29-Jul,24,India,,
Shenzhen 3D Innovate,Metal,Bronze,PBF-LB,1,1448.47,26,5-Jul,25-Jul,20,China,,
Shenzhen 3D Innovate,Metal,Bronze,PBF-LB,1,1493.23,26,5-Jul,23-Jul,18,China,,
Shenzhen 3D Innovate,Metal,Bronze,PBF-LB,1,1493.23,34.13,5-Jul,22-Jul,17,China,,
Cheetah Farms LLC,Metal,Gold,AM-LWC,1,129785.7,40.63,5-Jul,18-Jul,13,U.S.,,
Cheetah Farms LLC,Metal,Gold,AM-LWC,1,129785.7,113.75,5-Jul,17-Jul,12,U.S.,,
Shenzhen 3D Innovate,Metal,Copper,AM-LWC,1,1599.26,26,6-Jul,25-Jul,19,China,,
Shenzhen 3D Innovate,Metal,Copper,AM-LWC,1,1648.67,26,6-Jul,23-Jul,17,China,,
Shenzhen 3D Innovate,Metal,Copper,AM-LWC,1,1648.67,34.13,6-Jul,22-Jul,16,China,,
Zelta 3D,Polymer,PA12,PBF-IR,1,8.11,37.38,7-Jul,24-Jul,17,Singapore,,
Zelta 3D,Polymer,PA12,PBF-IR,1,9.75,37.38,7-Jul,18-Jul,11,Singapore,,
ProtoTi,Polymer,PA12,PBF-IR,1,32.44,19.5,7-Jul,21-Jul,14,China,,
3D Print India,Polymer,PA12,PBF-IR,1,17.81,37.38,7-Jul,18-Jul,11,India,,
3DPnxt,Polymer,PA12,PBF-IR,1,42.19,19.5,7-Jul,17-Jul,10,China,,
szmake3d,Polymer,PA12,PBF-IR,1,34.06,27.63,7-Jul,15-Jul,8,China,,
ProtoTi,Polymer,PA12,PBF-IR,1,32.44,30.88,7-Jul,17-Jul,10,China,,
JawsTec,Polymer,PA12,PBF-IR,1,52.04,12.19,7-Jul,17-Jul,10,U.S.,,
IN3DTEC,Polymer,PA12,PBF-IR,1,42.59,22.1,7-Jul,18-Jul,11,China,,
GLINK TECHNOLOGY,Polymer,PA12,PBF-IR,1,34.06,30.88,7-Jul,15-Jul,8,China,,
GLINK TECHNOLOGY,Polymer,PA12,PBF-IR,1,35.17,30.88,7-Jul,14-Jul,7,China,,
Unionfab,Polymer,PA12,PBF-IR,1,42.19,27.63,7-Jul,15-Jul,8,China,,
3DSPRO Limited,Polymer,PA12,PBF-IR,1,38.94,32.5,7-Jul,24-Jul,17,Hong Kong,,
M Aerospace RTC,Polymer,PA12,PBF-IR,1,59.23,13.82,7-Jul,30-Jul,23,Mexico,,
3DPnxt,Polymer,PA12,PBF-IR,1,42.19,30.88,7-Jul,15-Jul,8,China,,
Zelta 3D,Polymer,PA12,PBF-IR,1,36.58,37.38,7-Jul,15-Jul,8,Singapore,,
IN3DTEC,Polymer,PA12,PBF-IR,1,42.59,32.5,7-Jul,16-Jul,9,China,,
JawsTec,Polymer,PA12,PBF-IR,1,52.04,24.38,7-Jul,18-Jul,11,U.S.,,
3DSPRO Limited,Polymer,PA12,PBF-IR,1,38.94,40.63,7-Jul,22-Jul,15,Hong Kong,,
Shenzhen 3D Innovate,Polymer,PA12,PBF-IR,1,57.43,26,7-Jul,23-Jul,16,China,,
Autotiv MFG,Polymer,PA12,PBF-IR,1,67.61,16.25,7-Jul,28-Jul,21,U.S.,,
JawsTec,Polymer,PA12,PBF-IR,1,52.04,32.5,7-Jul,15-Jul,8,U.S.,,
Shenzhen 3D Innovate,Polymer,PA12,PBF-IR,1,59.15,26,7-Jul,22-Jul,15,China,,
Shenzhen 3D Innovate,Polymer,PA12,PBF-IR,1,59.15,34.13,7-Jul,21-Jul,14,China,,
Autotiv MFG,Polymer,PA12,PBF-IR,1,67.61,29.25,7-Jul,23-Jul,16,U.S.,,
FacFox,Polymer,PA12,PBF-IR,1,46.9,56.88,7-Jul,20-Aug,44,China,,
Additive3D Asia,Polymer,PA12,PBF-IR,1,30.94,73.13,7-Jul,28-Jul,21,Singapore,,
FacFox,Polymer,PA12,PBF-IR,1,47.36,56.88,7-Jul,23-Jul,16,China,,
Europac3D,Polymer,PA12,PBF-IR,1,24.66,81.52,7-Jul,23-Jul,16,United Kingdom,,
Crennovations 3D,Polymer,PA12,PBF-IR,1,61.88,48.75,7-Jul,25-Jul,18,India,,
Autotiv MFG,Polymer,PA12,PBF-IR,1,67.61,60.13,7-Jul,22-Jul,15,U.S.,,
STURM® INDUSTRIES,Polymer,PA12,PBF-IR,1,49.93,80.18,7-Jul,25-Jul,18,Germany,,
Amuse 3D,Polymer,PA12,PBF-IR,1,99.06,32.5,7-Jul,15-Jul,8,India,,
STURM® INDUSTRIES,Polymer,PA12,PBF-IR,1,58.45,80.18,7-Jul,16-Jul,9,Germany,,
STURM® INDUSTRIES,Polymer,PA12,PBF-IR,1,58.45,92.23,7-Jul,15-Jul,8,Germany,,
Smart Factory,Polymer,PA12,PBF-IR,1,61.93,100.47,7-Jul,22-Jul,15,Lithuania,,
MaGo Lab S.N.C.,Polymer,PA12,PBF-IR,1,86.04,76.36,7-Jul,23-Jul,16,Italy,,
JawsTec,Polymer,PA12,PBF-IR,1,52.04,113.75,7-Jul,14-Jul,7,U.S.,,
STURM® INDUSTRIES,Polymer,PA12,PBF-IR,1,75.49,92.23,7-Jul,14-Jul,7,Germany,,
Streamline 3D,Polymer,PA12,PBF-IR,1,155.94,24.38,7-Jul,16-Jul,9,U.S.,,
MaGo Lab S.N.C.,Polymer,PA12,PBF-IR,1,86.04,94.45,7-Jul,22-Jul,15,Italy,,
JawsTec,Polymer,PA12,PBF-IR,1,167.51,113.75,7-Jul,10-Jul,3,U.S.,,
Streamline 3D,Polymer,PA12,PBF-IR,1,155.94,156,7-Jul,10-Jul,3,U.S.,,
Shapeways,Polymer,PA12,PBF-IR,1,303.05,30.54,7-Jul,25-Jul,18,Netherlands,,
3D INNOVACION SIGLO XXI S.L,Polymer,PA12,PBF-IR,1,624.04,80.37,7-Jul,6-Aug,30,Spain,,
Panashape,Polymer,PA12,PBF-LB,1,23,0,7-Jul,21-Jul,14,U.S.,,
Panashape,Polymer,PA12,PBF-LB,1,23,10,7-Jul,17-Jul,10,U.S.,,
Autotiv MFG,Polymer,PA12,PBF-LB,1,18.76,16.25,7-Jul,22-Jul,15,U.S.,,
Autotiv MFG,Polymer,PA12,PBF-LB,1,20.67,16.25,7-Jul,21-Jul,14,U.S.,,
Panashape,Polymer,PA12,PBF-LB,1,23,20,7-Jul,16-Jul,9,U.S.,,
Zelta 3D,Polymer,PA12,PBF-LB,1,8.52,37.38,7-Jul,24-Jul,17,Singapore,,
Panashape,Polymer,PA12,PBF-LB,1,26.53,20,7-Jul,14-Jul,7,U.S.,,
Zelta 3D,Polymer,PA12,PBF-LB,1,9.75,37.38,7-Jul,18-Jul,11,Singapore,,
Autotiv MFG,Polymer,PA12,PBF-LB,1,20.67,29.25,7-Jul,16-Jul,9,U.S.,,
ProtoTi,Polymer,PA12,PBF-LB,1,32.44,19.5,7-Jul,21-Jul,14,China,,
IN3DTEC,Polymer,PA12,PBF-LB,1,33.28,22.1,7-Jul,18-Jul,11,China,,
Autotiv MFG,Polymer,PA12,PBF-LB,1,30.23,29.25,7-Jul,11-Jul,4,U.S.,,
3DPnxt,Polymer,PA12,PBF-LB,1,42.19,19.5,7-Jul,21-Jul,14,China,,
szmake3d,Polymer,PA12,PBF-LB,1,34.06,27.63,7-Jul,15-Jul,8,China,,
ProtoTi,Polymer,PA12,PBF-LB,1,32.44,30.88,7-Jul,17-Jul,10,China,,
JawsTec,Polymer,PA12,PBF-LB,1,52.04,12.19,7-Jul,22-Jul,15,U.S.,,
GLINK TECHNOLOGY,Polymer,PA12,PBF-LB,1,34.06,30.88,7-Jul,14-Jul,7,China,,
IN3DTEC,Polymer,PA12,PBF-LB,1,33.28,32.5,7-Jul,16-Jul,9,China,,
zone3Dplus,Polymer,PA12,PBF-LB,1,40.81,26,7-Jul,17-Jul,10,China,,
zone3Dplus,Polymer,PA12,PBF-LB,1,40.81,27.63,7-Jul,16-Jul,9,China,,
3DFY Labs,Polymer,PA12,PBF-LB,1,49.26,20.05,7-Jul,29-Jul,22,Canada,,
Unionfab,Polymer,PA12,PBF-LB,1,42.19,27.63,7-Jul,15-Jul,8,China,,
3DSPRO Limited,Polymer,PA12,PBF-LB,1,38.94,32.5,7-Jul,24-Jul,17,Hong Kong,,
3DFY Labs,Polymer,PA12,PBF-LB,1,51.77,20.05,7-Jul,22-Jul,15,Canada,,
3DPnxt,Polymer,PA12,PBF-LB,1,42.19,30.88,7-Jul,17-Jul,10,China,,
Zelta 3D,Polymer,PA12,PBF-LB,1,36.58,37.38,7-Jul,16-Jul,9,Singapore,,
3D Print India,Polymer,PA12,PBF-LB,1,37.96,37.38,7-Jul,18-Jul,11,India,,
JawsTec,Polymer,PA12,PBF-LB,1,52.04,24.38,7-Jul,23-Jul,16,U.S.,,
3DFY Labs,Polymer,PA12,PBF-LB,1,51.77,25.07,7-Jul,17-Jul,10,Canada,,
Shenzhen 3D Innovate,Polymer,PA12,PBF-LB,1,52,26,7-Jul,23-Jul,16,China,,
Shenzhen 3D Innovate,Polymer,PA12,PBF-LB,1,53.56,26,7-Jul,22-Jul,15,China,,
3DSPRO Limited,Polymer,PA12,PBF-LB,1,38.94,40.63,7-Jul,22-Jul,15,Hong Kong,,
Unionfab,Polymer,PA12,PBF-LB,1,52.2,27.63,7-Jul,14-Jul,7,China,,
Autotiv MFG,Polymer,PA12,PBF-LB,1,20.67,60.13,7-Jul,15-Jul,8,U.S.,,
Panashape,Polymer,PA12,PBF-LB,1,23,60,7-Jul,15-Jul,8,U.S.,,
JawsTec,Polymer,PA12,PBF-LB,1,52.04,32.5,7-Jul,18-Jul,11,U.S.,,
Panashape,Polymer,PA12,PBF-LB,1,26.53,60,7-Jul,11-Jul,4,U.S.,,
Shenzhen 3D Innovate,Polymer,PA12,PBF-LB,1,53.56,34.13,7-Jul,21-Jul,14,China,,
3DFY Labs,Polymer,PA12,PBF-LB,1,51.77,37.6,7-Jul,18-Jul,11,Canada,,
Autotiv MFG,Polymer,PA12,PBF-LB,1,30.23,60.13,7-Jul,10-Jul,3,U.S.,,
HabitAdd Ltd.,Polymer,PA12,PBF-LB,1,61.93,30.15,7-Jul,14-Jul,7,Bulgaria,,
3DFY Labs,Polymer,PA12,PBF-LB,1,51.77,43.87,7-Jul,16-Jul,9,Canada,,
FacFox,Polymer,PA12,PBF-LB,1,46.9,56.88,7-Jul,20-Aug,44,China,,
FacFox,Polymer,PA12,PBF-LB,1,47.36,56.88,7-Jul,25-Jul,18,China,,
FlyInn Tech,Polymer,PA12,PBF-LB,1,66.96,48.75,7-Jul,25-Jul,18,China,,
Crennovations 3D,Polymer,PA12,PBF-LB,1,71.08,48.75,7-Jul,31-Jul,24,India,,
HabitAdd Ltd.,Polymer,PA12,PBF-LB,1,61.93,60.28,7-Jul,21-Jul,14,Bulgaria,,
Crennovations 3D,Polymer,PA12,PBF-LB,1,74.36,48.75,7-Jul,22-Jul,15,India,,
STURM® INDUSTRIES,Polymer,PA12,PBF-LB,1,47.85,80.18,7-Jul,16-Jul,9,Germany,,
