Company name,Material type,Material,Process,Quantity,Manufacturing cost,Shipping cost,Day ordered,Delivery date,Lead time,Country,,Scattered plot with manufacturing cost vs delivery time
 KleRo GmbH,Polymer,High-Detail Resin,VPP,1,150.34,79.31,18-Jul,11-Aug,24,Germany,,
 KleRo GmbH,Polymer,High-Detail Resin,VPP,1,150.34,89.23,18-Jul,7-Aug,20,Germany,,
 Autotiv MFG,Polymer,High-Detail Resin,VPP,1,236.57,29.25,18-Jul,24-Jul,6,U.S.,,
 Autotiv MFG,Polymer,High-Detail Resin,VPP,1,236.57,60.13,18-Jul,23-Jul,5,U.S.,,
 KleRo GmbH,Polymer,High-Detail Resin,VPP,1,274.15,89.23,18-Jul,31-Jul,13,Germany,,
 Storme Technologies,Polymer,Carbon Fiber PETG,MEX,1,17.81,8.13,19-Jul,13-Aug,25,U.S.,,
 3D For Me Studio,Polymer,Carbon Fiber PETG,MEX,1,22.41,8.13,19-Jul,8-Aug,20,U.S.,,
 3D For Me Studio,Polymer,Carbon Fiber PETG,MEX,1,24.56,8.13,19-Jul,4-Aug,16,U.S.,,
 ZLabs3D,Polymer,Carbon Fiber PETG,MEX,1,21.88,12.99,19-Jul,5-Aug,17,U.S.,,
 ZLabs3D,Polymer,Carbon Fiber PETG,MEX,1,21.88,17.81,19-Jul,30-Jul,11,U.S.,,
 3D For Me Studio,Polymer,Carbon Fiber PETG,MEX,1,24.56,19.5,19-Jul,31-Jul,12,U.S.,,
 ZLabs3D,Polymer,Carbon Fiber PETG,MEX,1,35.09,17.81,19-Jul,28-Jul,9,U.S.,,
 Twój StartUp,Polymer,Carbon Fiber PETG,MEX,1,44.49,19.83,19-Jul,26-Aug,38,Poland,,
 D3D Printing Services,Polymer,Carbon Fiber PETG,MEX,1,36.89,30.88,19-Jul,28-Aug,40,U.S.,,
 3DBonum,Polymer,Carbon Fiber PETG,MEX,1,9.3,59.48,19-Jul,1-Aug,13,Lithuania,,
 Twój StartUp,Polymer,Carbon Fiber PETG,MEX,1,49.03,19.83,19-Jul,15-Aug,27,Poland,,
 D3D Printing Services,Polymer,Carbon Fiber PETG,MEX,1,40.82,30.88,19-Jul,21-Aug,33,U.S.,,
 ZLabs3D,Polymer,Carbon Fiber PETG,MEX,1,21.88,52.77,19-Jul,29-Jul,10,U.S.,,
 Amber Layer,Polymer,Carbon Fiber PETG,MEX,1,41.29,39.66,19-Jul,11-Aug,23,Lithuania,,
 ZLabs3D,Polymer,Carbon Fiber PETG,MEX,1,35.09,52.77,19-Jul,25-Jul,6,U.S.,,
 IN3DTEC,Polymer,Carbon Fiber PETG,MEX,1,66.56,22.1,19-Jul,4-Aug,16,China,,
 D3D Printing Services,Polymer,Carbon Fiber PETG,MEX,1,40.82,48.75,19-Jul,19-Aug,31,U.S.,,
 SchmidtProto,Polymer,Carbon Fiber PETG,MEX,1,90.94,0,19-Jul,1-Aug,13,U.S.,,
 3D For Me Studio,Polymer,Carbon Fiber PETG,MEX,1,24.56,66.63,19-Jul,29-Jul,10,U.S.,,
 3D-Solutions,Polymer,Carbon Fiber PETG,MEX,1,40.64,53.31,19-Jul,18-Aug,30,Belgium,,
 Nologo Design,Polymer,Carbon Fiber PETG,MEX,1,38.44,57.59,19-Jul,19-Aug,31,Germany,,
 Imagination 3D Fashion SRL,Polymer,Carbon Fiber PETG,MEX,1,66.51,29.75,19-Jul,5-Aug,17,Romania,,
 SchmidtProto,Polymer,Carbon Fiber PETG,MEX,1,90.94,6.5,19-Jul,30-Jul,11,U.S.,,
 3D-Solutions,Polymer,Carbon Fiber PETG,MEX,1,44.99,53.31,19-Jul,11-Aug,23,Belgium,,
 IN3DTEC,Polymer,Carbon Fiber PETG,MEX,1,66.56,32.5,19-Jul,31-Jul,12,China,,
 Ľubomír Pavliš,Polymer,Carbon Fiber PETG,MEX,1,73.25,29.75,19-Jul,11-Aug,23,Slovakia,,
 ZLabs3D,Polymer,Carbon Fiber PETG,MEX,1,21.88,86.1,19-Jul,28-Jul,9,U.S.,,
 MaGo Lab S.N.C.,Polymer,Carbon Fiber PETG,MEX,1,41.29,75.35,19-Jul,5-Aug,17,Italy,,
 Xpressive Mfg,Polymer,Carbon Fiber PETG,MEX,1,99.06,19.99,19-Jul,1-Aug,13,India,,
 ZLabs3D,Polymer,Carbon Fiber PETG,MEX,1,35.09,86.1,19-Jul,24-Jul,5,U.S.,,
 D3D Printing Services,Polymer,Carbon Fiber PETG,MEX,1,76.15,48.75,19-Jul,12-Aug,24,U.S.,,
 SchmidtProto,Polymer,Carbon Fiber PETG,MEX,1,90.94,40.63,19-Jul,25-Jul,6,U.S.,,
 Ľubomír Pavliš,Polymer,Carbon Fiber PETG,MEX,1,104.27,29.75,19-Jul,8-Aug,20,Slovakia,,
 MaGo Lab S.N.C.,Polymer,Carbon Fiber PETG,MEX,1,41.29,93.2,19-Jul,4-Aug,16,Italy,,
 Amber Layer,Polymer,Carbon Fiber PETG,MEX,1,41.29,99.14,19-Jul,30-Jul,11,Lithuania,,
 3D-Solutions,Polymer,Carbon Fiber PETG,MEX,1,44.99,108.62,19-Jul,4-Aug,16,Belgium,,
 3D-Solutions,Polymer,Carbon Fiber PETG,MEX,1,57.97,108.62,19-Jul,30-Jul,11,Belgium,,
 SchmidtProto,Polymer,Carbon Fiber PETG,MEX,1,90.94,81.25,19-Jul,24-Jul,5,U.S.,,
 Shenzhen 3D Innovate,Polymer,Carbon Fiber PETG,MEX,1,150.53,26,19-Jul,7-Aug,19,China,,
 Shenzhen 3D Innovate,Polymer,Carbon Fiber PETG,MEX,1,155.13,26,19-Jul,6-Aug,18,China,,
 Shenzhen 3D Innovate,Polymer,Carbon Fiber PETG,MEX,1,155.13,34.13,19-Jul,5-Aug,17,China,,
 HenleyPrint3D,Polymer,Carbon Fiber PETG,MEX,1,58.93,137.51,19-Jul,4-Aug,16,United Kingdom,,
 HenleyPrint3D,Polymer,Carbon Fiber PETG,MEX,1,59.91,137.51,19-Jul,31-Jul,12,United Kingdom,,
 Nologo Design,Polymer,Carbon Fiber PETG,MEX,1,38.44,168.42,19-Jul,4-Aug,16,Germany,,
 Nologo Design,Polymer,Carbon Fiber PETG,MEX,1,47.66,168.42,19-Jul,31-Jul,12,Germany,,
 Layerworks,Polymer,Carbon Fiber PETG,MEX,1,497.34,19.83,19-Jul,13-Aug,25,Germany,,
 Storme Technologies,Polymer,Carbon Fiber Nylon,MEX,1,17.81,8.13,19-Jul,13-Aug,25,U.S.,,
 IN3DTEC,Polymer,Carbon Fiber Nylon,MEX,1,40.56,22.1,19-Jul,4-Aug,16,China,,
 D3D Printing Services,Polymer,Carbon Fiber Nylon,MEX,1,36.89,30.88,19-Jul,28-Aug,40,U.S.,,
 3DBonum,Polymer,Carbon Fiber Nylon,MEX,1,10.31,59.48,19-Jul,1-Aug,13,Lithuania,,
 D3D Printing Services,Polymer,Carbon Fiber Nylon,MEX,1,40.82,30.88,19-Jul,21-Aug,33,U.S.,,
 IN3DTEC,Polymer,Carbon Fiber Nylon,MEX,1,40.56,32.5,19-Jul,31-Jul,12,China,,
 Amber Layer,Polymer,Carbon Fiber Nylon,MEX,1,41.29,39.66,19-Jul,13-Aug,25,Lithuania,,
 3D-Solutions,Polymer,Carbon Fiber Nylon,MEX,1,31.37,53.31,19-Jul,12-Aug,24,Belgium,,
 D3D Printing Services,Polymer,Carbon Fiber Nylon,MEX,1,40.82,48.75,19-Jul,19-Aug,31,U.S.,,
 SchmidtProto,Polymer,Carbon Fiber Nylon,MEX,1,90.94,0,19-Jul,1-Aug,13,U.S.,,
 Ľubomír Pavliš,Polymer,Carbon Fiber Nylon,MEX,1,64.08,29.75,19-Jul,11-Aug,23,Slovakia,,
 SchmidtProto,Polymer,Carbon Fiber Nylon,MEX,1,90.94,6.5,19-Jul,30-Jul,11,U.S.,,
 Nologo Design,Polymer,Carbon Fiber Nylon,MEX,1,40.52,57.59,19-Jul,19-Aug,31,Germany,,
 Velto3D,Polymer,Carbon Fiber Nylon,MEX,1,66.56,32.5,19-Jul,4-Aug,16,Canada,,
 MaGo Lab S.N.C.,Polymer,Carbon Fiber Nylon,MEX,1,41.29,75.35,19-Jul,5-Aug,17,Italy,,
 Ľubomír Pavliš,Polymer,Carbon Fiber Nylon,MEX,1,91.88,29.75,19-Jul,8-Aug,20,Slovakia,,
 3DFY Labs,Polymer,Carbon Fiber Nylon,MEX,1,102.73,19.87,19-Jul,18-Aug,30,Canada,,
 Shenzhen 3D Innovate,Polymer,Carbon Fiber Nylon,MEX,1,97.32,26,19-Jul,7-Aug,19,China,,
 D3D Printing Services,Polymer,Carbon Fiber Nylon,MEX,1,76.15,48.75,19-Jul,12-Aug,24,U.S.,,
 Shenzhen 3D Innovate,Polymer,Carbon Fiber Nylon,MEX,1,100.28,26,19-Jul,6-Aug,18,China,,
 3DFY Labs,Polymer,Carbon Fiber Nylon,MEX,1,110.93,19.87,19-Jul,8-Aug,20,Canada,,
 Velto3D,Polymer,Carbon Fiber Nylon,MEX,1,66.56,65,19-Jul,30-Jul,11,Canada,,
 SchmidtProto,Polymer,Carbon Fiber Nylon,MEX,1,90.94,40.63,19-Jul,25-Jul,6,U.S.,,
 Shenzhen 3D Innovate,Polymer,Carbon Fiber Nylon,MEX,1,100.28,34.13,19-Jul,5-Aug,17,China,,
 MaGo Lab S.N.C.,Polymer,Carbon Fiber Nylon,MEX,1,41.29,93.2,19-Jul,4-Aug,16,Italy,,
 3DFY Labs,Polymer,Carbon Fiber Nylon,MEX,1,110.93,24.84,19-Jul,5-Aug,17,Canada,,
 M Aerospace RTC,Polymer,Carbon Fiber Nylon,MEX,1,124.54,13.82,19-Jul,5-Aug,17,Mexico,,
 3D-Solutions,Polymer,Carbon Fiber Nylon,MEX,1,31.37,108.62,19-Jul,5-Aug,17,Belgium,,
 Amber Layer,Polymer,Carbon Fiber Nylon,MEX,1,41.29,99.14,19-Jul,1-Aug,13,Lithuania,,
 3DFY Labs,Polymer,Carbon Fiber Nylon,MEX,1,110.93,37.26,19-Jul,6-Aug,18,Canada,,
 3DFY Labs,Polymer,Carbon Fiber Nylon,MEX,1,110.93,43.47,19-Jul,4-Aug,16,Canada,,
 SchmidtProto,Polymer,Carbon Fiber Nylon,MEX,1,90.94,81.25,19-Jul,24-Jul,5,U.S.,,
 HenleyPrint3D,Polymer,Carbon Fiber Nylon,MEX,1,58.93,137.51,19-Jul,31-Jul,12,United Kingdom,,
 3DFY Labs,Polymer,Carbon Fiber Nylon,MEX,1,180.97,24.84,19-Jul,29-Jul,10,Canada,,
 Nologo Design,Polymer,Carbon Fiber Nylon,MEX,1,40.52,168.42,19-Jul,4-Aug,16,Germany,,
 3DFY Labs,Polymer,Carbon Fiber Nylon,MEX,1,180.97,37.26,19-Jul,30-Jul,11,Canada,,
 Nologo Design,Polymer,Carbon Fiber Nylon,MEX,1,50.25,168.42,19-Jul,31-Jul,12,Germany,,
 3DFY Labs,Polymer,Carbon Fiber Nylon,MEX,1,180.97,43.47,19-Jul,28-Jul,9,Canada,,
 3DXPRESS,Polymer,Carbon Fiber Nylon,MEX,1,210.07,83.29,19-Jul,15-Aug,27,Australia,,
 Detroit 3D Manufacturing,Polymer,PC-ABS,MEX,1,30.81,8.13,19-Jul,18-Aug,30,U.S.,,
 Detroit 3D Manufacturing,Polymer,PC-ABS,MEX,1,30.81,16.25,19-Jul,14-Aug,26,U.S.,,
 Zelta 3D,Polymer,PC-ABS,MEX,1,11.8,37.38,19-Jul,12-Aug,24,Singapore,,
 Zelta 3D,Polymer,PC-ABS,MEX,1,12.94,37.38,19-Jul,5-Aug,17,Singapore,,
 Keene Additive Manufacturing,Polymer,PC-ABS,MEX,1,47.16,16.25,19-Jul,12-Aug,24,U.S.,,
 Keene Additive Manufacturing,Polymer,PC-ABS,MEX,1,52.23,16.25,19-Jul,5-Aug,17,U.S.,,
 3DBonum,Polymer,PC-ABS,MEX,1,9.3,59.48,19-Jul,1-Aug,13,Lithuania,,
 IN3DTEC,Polymer,PC-ABS,MEX,1,50.31,22.1,19-Jul,4-Aug,16,China,,
 Zelta 3D,Polymer,PC-ABS,MEX,1,40.73,37.38,19-Jul,31-Jul,12,Singapore,,
 IN3DTEC,Polymer,PC-ABS,MEX,1,50.31,32.5,19-Jul,31-Jul,12,China,,
 SchmidtProto,Polymer,PC-ABS,MEX,1,90.94,0,19-Jul,1-Aug,13,U.S.,,
 Keene Additive Manufacturing,Polymer,PC-ABS,MEX,1,52.23,40.63,19-Jul,1-Aug,13,U.S.,,
 SchmidtProto,Polymer,PC-ABS,MEX,1,90.94,6.5,19-Jul,30-Jul,11,U.S.,,
 Velto3D,Polymer,PC-ABS,MEX,1,66.56,32.5,19-Jul,4-Aug,16,Canada,,
 Keene Additive Manufacturing,Polymer,PC-ABS,MEX,1,67.42,40.63,19-Jul,30-Jul,11,U.S.,,
 MaGo Lab S.N.C.,Polymer,PC-ABS,MEX,1,41.29,75.35,19-Jul,5-Aug,17,Italy,,
 Velto3D,Polymer,PC-ABS,MEX,1,66.56,65,19-Jul,30-Jul,11,Canada,,
 SchmidtProto,Polymer,PC-ABS,MEX,1,90.94,40.63,19-Jul,25-Jul,6,U.S.,,
 MaGo Lab S.N.C.,Polymer,PC-ABS,MEX,1,41.29,93.2,19-Jul,4-Aug,16,Italy,,
 MaGo Lab S.N.C.,Polymer,PC-ABS,MEX,1,52.98,93.2,19-Jul,29-Jul,10,Italy,,
 Shenzhen 3D Innovate,Polymer,PC-ABS,MEX,1,139.88,26,19-Jul,7-Aug,19,China,,
 Shenzhen 3D Innovate,Polymer,PC-ABS,MEX,1,144.16,26,19-Jul,6-Aug,18,China,,
 SchmidtProto,Polymer,PC-ABS,MEX,1,90.94,81.25,19-Jul,24-Jul,5,U.S.,,
 Shenzhen 3D Innovate,Polymer,PC-ABS,MEX,1,144.16,34.13,19-Jul,5-Aug,17,China,,
 FlyInn Tech,Polymer,PC-ABS,MEX,1,381.23,48.75,19-Jul,7-Aug,19,China,,
 Storme Technologies,Polymer,Carbon Fiber Polycarbonate,MEX,1,17.81,8.13,19-Jul,13-Aug,25,U.S.,,
 3D For Me Studio,Polymer,Carbon Fiber Polycarbonate,MEX,1,37.05,8.13,19-Jul,8-Aug,20,U.S.,,
 3D For Me Studio,Polymer,Carbon Fiber Polycarbonate,MEX,1,41.38,8.13,19-Jul,5-Aug,17,U.S.,,
 3D For Me Studio,Polymer,Carbon Fiber Polycarbonate,MEX,1,41.38,19.5,19-Jul,1-Aug,13,U.S.,,
 Corvallis3D,Polymer,Carbon Fiber Polycarbonate,MEX,1,64,11.05,19-Jul,12-Aug,24,U.S.,,
 Corvallis3D,Polymer,Carbon Fiber Polycarbonate,MEX,1,72.72,11.05,19-Jul,6-Aug,18,U.S.,,
 SchmidtProto,Polymer,Carbon Fiber Polycarbonate,MEX,1,90.94,0,19-Jul,1-Aug,13,U.S.,,
 Ľubomír Pavliš,Polymer,Carbon Fiber Polycarbonate,MEX,1,61.23,29.75,19-Jul,11-Aug,23,Slovakia,,
 Corvallis3D,Polymer,Carbon Fiber Polycarbonate,MEX,1,72.72,19.5,19-Jul,4-Aug,16,U.S.,,
 Nologo Design,Polymer,Carbon Fiber Polycarbonate,MEX,1,39.19,57.59,19-Jul,19-Aug,31,Germany,,
 SchmidtProto,Polymer,Carbon Fiber Polycarbonate,MEX,1,90.94,6.5,19-Jul,30-Jul,11,U.S.,,
 3D For Me Studio,Polymer,Carbon Fiber Polycarbonate,MEX,1,41.38,66.63,19-Jul,30-Jul,11,U.S.,,
 MaGo Lab S.N.C.,Polymer,Carbon Fiber Polycarbonate,MEX,1,41.29,75.35,19-Jul,5-Aug,17,Italy,,
 3D For Me Studio,Polymer,Carbon Fiber Polycarbonate,MEX,1,97.41,19.5,19-Jul,29-Jul,10,U.S.,,
 Ľubomír Pavliš,Polymer,Carbon Fiber Polycarbonate,MEX,1,88,29.75,19-Jul,8-Aug,20,Slovakia,,
 SchmidtProto,Polymer,Carbon Fiber Polycarbonate,MEX,1,90.94,40.63,19-Jul,25-Jul,6,U.S.,,
 MaGo Lab S.N.C.,Polymer,Carbon Fiber Polycarbonate,MEX,1,41.29,93.2,19-Jul,4-Aug,16,Italy,,
 3D For Me Studio,Polymer,Carbon Fiber Polycarbonate,MEX,1,97.41,66.63,19-Jul,25-Jul,6,U.S.,,
 SchmidtProto,Polymer,Carbon Fiber Polycarbonate,MEX,1,90.94,81.25,19-Jul,24-Jul,5,U.S.,,
 Corvallis3D,Polymer,Carbon Fiber Polycarbonate,MEX,1,72.72,105.63,19-Jul,31-Jul,12,U.S.,,
 Nologo Design,Polymer,Carbon Fiber Polycarbonate,MEX,1,39.19,168.42,19-Jul,4-Aug,16,Germany,,
 Nologo Design,Polymer,Carbon Fiber Polycarbonate,MEX,1,48.59,168.42,19-Jul,31-Jul,12,Germany,,
 Hudson Creative Group,Polymer,Carbon Fiber Polycarbonate,MEX,1,469.56,11.38,19-Jul,8-Aug,20,U.S.,,
 Hudson Creative Group,Polymer,Carbon Fiber Polycarbonate,MEX,1,937.56,11.38,19-Jul,30-Jul,11,U.S.,,
 Storme Technologies,Polymer,Carbon Fiber ASA,MEX,1,17.81,8.13,19-Jul,13-Aug,25,U.S.,,
 Detroit 3D Manufacturing,Polymer,Carbon Fiber ASA,MEX,1,24.96,8.13,19-Jul,11-Aug,23,U.S.,,
 Detroit 3D Manufacturing,Polymer,Carbon Fiber ASA,MEX,1,30.81,8.13,19-Jul,4-Aug,16,U.S.,,
 Detroit 3D Manufacturing,Polymer,Carbon Fiber ASA,MEX,1,30.81,16.25,19-Jul,31-Jul,12,U.S.,,
 Detroit 3D Manufacturing,Polymer,Carbon Fiber ASA,MEX,1,33.74,16.25,19-Jul,28-Jul,9,U.S.,,
 SchmidtProto,Polymer,Carbon Fiber ASA,MEX,1,90.94,0,19-Jul,1-Aug,13,U.S.,,
 Nologo Design,Polymer,Carbon Fiber ASA,MEX,1,35.95,57.59,19-Jul,19-Aug,31,Germany,,
 SchmidtProto,Polymer,Carbon Fiber ASA,MEX,1,90.94,6.5,19-Jul,30-Jul,11,U.S.,,
 MaGo Lab S.N.C.,Polymer,Carbon Fiber ASA,MEX,1,41.29,75.35,19-Jul,5-Aug,17,Italy,,
 SchmidtProto,Polymer,Carbon Fiber ASA,MEX,1,90.94,40.63,19-Jul,25-Jul,6,U.S.,,
 MaGo Lab S.N.C.,Polymer,Carbon Fiber ASA,MEX,1,41.29,93.2,19-Jul,4-Aug,16,Italy,,
 SchmidtProto,Polymer,Carbon Fiber ASA,MEX,1,90.94,81.25,19-Jul,24-Jul,5,U.S.,,
 HenleyPrint3D,Polymer,Carbon Fiber ASA,MEX,1,58.93,137.51,19-Jul,4-Aug,16,United Kingdom,,
 HenleyPrint3D,Polymer,Carbon Fiber ASA,MEX,1,59.91,137.51,19-Jul,31-Jul,12,United Kingdom,,
 Nologo Design,Polymer,Carbon Fiber ASA,MEX,1,35.95,168.42,19-Jul,31-Jul,12,Germany,,
 3DFY Labs,Polymer,Glass Fiber ASA,MEX,1,52.15,19.85,19-Jul,18-Aug,30,Canada,,
 3DFY Labs,Polymer,Glass Fiber ASA,MEX,1,56.24,19.85,19-Jul,7-Aug,19,Canada,,
 3DFY Labs,Polymer,Glass Fiber ASA,MEX,1,56.24,24.82,19-Jul,4-Aug,16,Canada,,
 3DFY Labs,Polymer,Glass Fiber ASA,MEX,1,56.24,37.23,19-Jul,5-Aug,17,Canada,,
 3DFY Labs,Polymer,Glass Fiber ASA,MEX,1,56.24,43.44,19-Jul,1-Aug,13,Canada,,
 3DFY Labs,Polymer,Glass Fiber ASA,MEX,1,109.85,24.82,19-Jul,29-Jul,10,Canada,,
 3DFY Labs,Polymer,Glass Fiber ASA,MEX,1,109.85,37.23,19-Jul,30-Jul,11,Canada,,
 3DFY Labs,Polymer,Glass Fiber ASA,MEX,1,109.85,43.44,19-Jul,28-Jul,9,Canada,,
 Storme Technologies,Polymer,Carbon Fiber ABS,MEX,1,17.81,0,19-Jul,13-Aug,25,U.S.,,
 SchmidtProto,Polymer,Carbon Fiber ABS,MEX,1,90.94,0,19-Jul,1-Aug,13,U.S.,,
 SchmidtProto,Polymer,Carbon Fiber ABS,MEX,1,90.94,6.5,19-Jul,30-Jul,11,U.S.,,
 SchmidtProto,Polymer,Carbon Fiber ABS,MEX,1,90.94,40.63,19-Jul,25-Jul,6,U.S.,,
 SchmidtProto,Polymer,Carbon Fiber ABS,MEX,1,90.94,81.25,19-Jul,24-Jul,5,U.S.,,
 HenleyPrint3D,Polymer,Carbon Fiber ABS,MEX,1,58.84,137.32,19-Jul,4-Aug,16,United Kingdom,,
 HenleyPrint3D,Polymer,Carbon Fiber ABS,MEX,1,59.83,137.32,19-Jul,31-Jul,12,United Kingdom,,
 SchmidtProto,Polymer,Glass Fiber PEEK,MEX,1,127.37,0,19-Jul,8-Aug,20,U.S.,,
 SchmidtProto,Polymer,Glass Fiber PEEK,MEX,1,141.35,0,19-Jul,1-Aug,13,U.S.,,
 SchmidtProto,Polymer,Glass Fiber PEEK,MEX,1,141.35,6.5,19-Jul,30-Jul,11,U.S.,,
 SchmidtProto,Polymer,Glass Fiber PEEK,MEX,1,141.35,40.63,19-Jul,29-Jul,10,U.S.,,
 SchmidtProto,Polymer,Glass Fiber PEEK,MEX,1,141.35,81.25,19-Jul,28-Jul,9,U.S.,,
 SchmidtProto,Polymer,Glass Fiber PEEK,MEX,1,183.29,40.63,19-Jul,25-Jul,6,U.S.,,
 SchmidtProto,Polymer,Glass Fiber PEEK,MEX,1,183.29,81.25,19-Jul,24-Jul,5,U.S.,,
 FacFox,Polymer,BASF Glass Filled Polypropylene,PBF-LB,1,65.83,56.88,19-Jul,7-Aug,19,China,,
 3DPnxt,Polymer,BASF Glass Filled Polypropylene,PBF-LB,1,138.65,26,19-Jul,6-Aug,18,China,,
 3DPnxt,Polymer,BASF Glass Filled Polypropylene,PBF-LB,1,138.65,30.88,19-Jul,4-Aug,16,China,,
 HenleyPrint3D,Polymer,Markforged Onyx,MEX,1,58.83,137.28,19-Jul,31-Jul,12,United Kingdom,,
 SchmidtProto,Polymer,Carbon Fiber PEEK,MEX,1,127.37,0,19-Jul,8-Aug,20,U.S.,,
 SchmidtProto,Polymer,Carbon Fiber PEEK,MEX,1,141.35,0,19-Jul,1-Aug,13,U.S.,,
 SchmidtProto,Polymer,Carbon Fiber PEEK,MEX,1,141.35,6.5,19-Jul,30-Jul,11,U.S.,,
 SchmidtProto,Polymer,Carbon Fiber PEEK,MEX,1,141.35,40.63,19-Jul,29-Jul,10,U.S.,,
 SchmidtProto,Polymer,Carbon Fiber PEEK,MEX,1,141.35,81.25,19-Jul,28-Jul,9,U.S.,,
 SchmidtProto,Polymer,Carbon Fiber PEEK,MEX,1,183.29,40.63,19-Jul,25-Jul,6,U.S.,,
 HenleyPrint3D,Polymer,Carbon Fiber PEEK,MEX,1,108.99,137.32,19-Jul,8-Aug,20,United Kingdom,,
 HenleyPrint3D,Polymer,Carbon Fiber PEEK,MEX,1,120.91,137.32,19-Jul,4-Aug,16,United Kingdom,,
 SchmidtProto,Polymer,Carbon Fiber PEEK,MEX,1,183.29,81.25,19-Jul,24-Jul,5,U.S.,,
 HenleyPrint3D,Polymer,Carbon Fiber PEEK,MEX,1,179.59,137.32,19-Jul,31-Jul,12,United Kingdom,,
 IN3DTEC,Polymer,Carbon Fiber PEEK,MEX,1,379.28,22.1,19-Jul,4-Aug,16,China,,
 IN3DTEC,Polymer,Carbon Fiber PEEK,MEX,1,379.28,32.5,19-Jul,31-Jul,12,China,,
 SchmidtProto,Polymer,Carbon Fiber Ultem 9085,MEX,1,90.94,0,19-Jul,31-Jul,12,U.S.,,
 SchmidtProto,Polymer,Carbon Fiber Ultem 9085,MEX,1,90.94,6.5,19-Jul,29-Jul,10,U.S.,,
 SchmidtProto,Polymer,Carbon Fiber Ultem 9085,MEX,1,90.94,40.63,19-Jul,24-Jul,5,U.S.,,
 SchmidtProto,Polymer,Carbon Fiber Ultem 9085,MEX,1,90.94,81.25,19-Jul,23-Jul,4,U.S.,,
 SchmidtProto,Polymer,Glass Fiber Ultem 1010,MEX,1,90.94,0,19-Jul,1-Aug,13,U.S.,,
 SchmidtProto,Polymer,Glass Fiber Ultem 1010,MEX,1,90.94,6.5,19-Jul,30-Jul,11,U.S.,,
 SchmidtProto,Polymer,Glass Fiber Ultem 1010,MEX,1,90.94,40.63,19-Jul,29-Jul,10,U.S.,,
 SchmidtProto,Polymer,Glass Fiber Ultem 1010,MEX,1,107.58,40.63,19-Jul,25-Jul,6,U.S.,,
 SchmidtProto,Polymer,Glass Fiber Ultem 1010,MEX,1,90.94,81.25,19-Jul,28-Jul,9,U.S.,,
 SchmidtProto,Polymer,Glass Fiber Ultem 1010,MEX,1,107.58,81.25,19-Jul,24-Jul,5,U.S.,,
 SchmidtProto,Polymer,Carbon Fiber PEKK,MEX,1,90.94,0,19-Jul,1-Aug,13,U.S.,,
 SchmidtProto,Polymer,Carbon Fiber PEKK,MEX,1,90.94,6.5,19-Jul,30-Jul,11,U.S.,,
 SchmidtProto,Polymer,Carbon Fiber PEKK,MEX,1,90.94,40.63,19-Jul,29-Jul,10,U.S.,,
 SchmidtProto,Polymer,Carbon Fiber PEKK,MEX,1,90.94,81.25,19-Jul,28-Jul,9,U.S.,,
 PrecisionHub 3D Labs,Polymer,Transparent Resin,VPP,1,47.06,6.34,19-Jul,30-Jul,11,U.S.,,
 ProtoTi,Polymer,Transparent Resin,VPP,1,35.89,19.5,19-Jul,4-Aug,16,China,,
 ProtoTi,Polymer,Transparent Resin,VPP,1,36.6,19.5,19-Jul,1-Aug,13,China,,
 IN3DTEC,Polymer,Transparent Resin,VPP,1,42.81,22.1,19-Jul,31-Jul,12,China,,
 ProtoTi,Polymer,Transparent Resin,VPP,1,36.6,30.88,19-Jul,30-Jul,11,China,,
 3DPnxt,Polymer,Transparent Resin,VPP,1,42.19,26,19-Jul,1-Aug,13,China,,
 3DPnxt,Polymer,Transparent Resin,VPP,1,42.19,30.88,19-Jul,30-Jul,11,China,,
 IN3DTEC,Polymer,Transparent Resin,VPP,1,42.81,32.5,19-Jul,29-Jul,10,China,,
 Unionfab,Polymer,Transparent Resin,VPP,1,47.79,27.63,19-Jul,28-Jul,9,China,,
 3DSPRO Limited,Polymer,Transparent Resin,VPP,1,43.63,32.5,19-Jul,6-Aug,18,Hong Kong,,
 GLINK TECHNOLOGY,Polymer,Transparent Resin,VPP,1,47.27,30.88,19-Jul,28-Jul,9,China,,
 zone3Dplus,Polymer,Transparent Resin,VPP,1,52.99,26,19-Jul,29-Jul,10,China,,
 Shenzhen 3D Innovate,Polymer,Transparent Resin,VPP,1,53.38,26,19-Jul,5-Aug,17,China,,
 zone3Dplus,Polymer,Transparent Resin,VPP,1,52.99,27.63,19-Jul,28-Jul,9,China,,
 Shenzhen 3D Innovate,Polymer,Transparent Resin,VPP,1,54.99,26,19-Jul,4-Aug,16,China,,
 3DSPRO Limited,Polymer,Transparent Resin,VPP,1,43.63,40.63,19-Jul,4-Aug,16,Hong Kong,,
 Shenzhen 3D Innovate,Polymer,Transparent Resin,VPP,1,54.99,34.13,19-Jul,1-Aug,13,China,,
 3D Print India,Polymer,Transparent Resin,VPP,1,51.79,37.38,19-Jul,1-Aug,13,India,,
 PrecisionHub 3D Labs,Polymer,Transparent Resin,VPP,1,47.06,48.92,19-Jul,24-Jul,5,U.S.,,
 FacFox,Polymer,Transparent Resin,VPP,1,46.9,56.88,19-Jul,2-Sep,45,China,,
 FacFox,Polymer,Transparent Resin,VPP,1,47.36,56.88,19-Jul,8-Aug,20,China,,
