Company name,Segment,Printer manufacturer,Printer model,Number of printers,Count type,Process,Material type,Material format,Country,Update year
"Baker Industries, Inc.",Printing services,,,1,Minimum,VPP,Polymer,,United States,2025
"Baker Industries, Inc.",Printing services,,,1,Minimum,MJT,Polymer,,United States,2025
"Baker Industries, Inc.",Printing services,,,1,Minimum,VPP,Polymer,,United States,2025
Barron Industries,Printing services,,,1,Minimum,VPP,Polymer,,United States,2025
Bastech,Printing services,3D Systems,,7,Actual,MJT,Polymer,,United States,2022
Bastech,Printing services,3D Systems,,1,Actual,PBF-LB,Metal,,United States,2022
Bastech,Printing services,Colibrium Additive,Concept Laser,2,Actual,PBF-LB,Metal,,United States,2022
Bastech,Printing services,3D Systems,,4,Actual,VPP,Polymer,,United States,2022
Bastech,Printing services,Stratasys,,1,Actual,MEX,Polymer,,United States,2022
Beckatt Solutions,Printing services,,,1,Minimum,MEX,Polymer,,United States,2025
Beehive Industries,Printing services,Colibrium Additive,X Line 2000,1,Actual,PBF-LB,Metal,,United States,2025
Beehive Industries,Printing services,Colibrium Additive,X Line 1000,1,Actual,PBF-LB,Metal,,United States,2025
Beehive Industries,Printing services,EOS,M290,4,Actual,PBF-LB,Metal,,United States,2025
Beehive Industries,Printing services,EOS,M400-4,1,Actual,PBF-LB,Metal,,United States,2025
Beehive Industries,Printing services,In-house,,2,Actual,BJT,Ceramic,,United States,2025
Beehive Industries,Printing services,Nikon SLM,SLM 500,1,Actual,PBF-LB,Metal,,United states,2025
Beehive Industries,Printing services,Nikon SLM,SLM 280,1,Actual,PBF-LB,Metal,,United states,2025
Beehive Industries,Printing services,,,1,Minimum,MJT,Wax,,United states,2025
Beehive Industries,Printing services,,,1,Minimum,VPP,Polymer,,United states,2025
Big Tech,Printing services,Union Tech,LITE600HD,1,Actual,VPP,Polymer,,United states,2025
Big Tech,Printing services,Proprietary,SLA-Pro 600,1,Actual,VPP,Polymer,,United states,2025
Big Tech,Printing services,Asiga,Pro 4k,1,Actual,VPP,Polymer,,United States,2025
Big Tech,Printing services,,,2,Actual,VPP,Polymer,,United States,2025
Big Tech,Printing services,Formlabs,Form 3,3,Actual,VPP,Polymer,,United States,2025
Big Tech,Printing services,Formlabs,Form 3,3,Actual,VPP,Polymer,,United States,2025
Black Buffalo,Printing services,,,1,Minimum,MEX,Cement-based,,United States,2025
Bluedge,Printing services,,,1,Minimum,MEX,Polymer,,United States,2025
Branch Technology,Printing services,,,1,Minimum,MEX,Polymer,,United States,2025
BuildParts,Printing services,3D Systems,,2,Actual,PBF,Polymer,,United States,2022
BuildParts,Printing services,3D Systems,,7,Actual,VPP,Polymer,,United States,2022
BuildParts,Printing services,Carbon,,2,Actual,VPP,,,United States,2022
BuildParts,Printing services,EOS,,2,Actual,PBF,Polymer,,United States,2022
BuildParts,Printing services,Formlabs,,2,Actual,VPP,Polymer,,Canada,2022
BuildParts,Printing services,Origin and Massivit,,2,Actual,,,,Canada,2022
BuildParts,Printing services,Stratasys,,3,Actual,MJT,,,Canada,2022
BuildParts,Printing services,Stratasys,,13,Actual,MEX,,,Canada,2022
Burloak Technologies,Printing services,Colibrium Additive,Arcam A2X,1,Minimum,PBF-EB,Metal,,Canada,2025
Burloak Technologies,Printing services,Colibrium Additive,Arcam Q20+,1,Minimum,PBF-EB,Metal,,Canada,2025
Burloak Technologies,Printing services,EOS,M100,1,Minimum,PBF-LB,Metal,,Canada,2025
Burloak Technologies,Printing services,EOS,M290,1,Minimum,PBF-LB,Metal,,Canada,2025
Burloak Technologies,Printing services,EOS,M400-4,1,Minimum,PBF-LB,Metal,,Canada,2025
Burloak Technologies,Printing services,EOS,P396,1,Minimum,PBF-LB,Polymer,,Canada,2025
Burloak Technologies,Printing services,Essentium,HSE-180-HT,1,Minimum,MEX,Polymer,,Canada,2025
Burloak Technologies,Printing services,Nikon SLM,SLM 280,1,Minimum,PBF-LB,Metal,,Canada,2025
Burloak Technologies,Printing services,Optomec,,1,Minimum,pDED-LB,Metal,,United States,2025
Burloak Technologies,Printing services,Renishaw,AM500Q,1,Minimum,PBF-LB,Metal,,United States,2025
Burloak Technologies,Printing services,TRUMPF,Truprint 1000,1,Minimum,PBF-LB,Metal,,United States,2025
Burloak Technologies,Printing services,TRUMPF,Truprint 2000,1,Minimum,PBF-LB,Metal,,United States,2025
Burton Precision,Printing services,Intamsys,310,1,Minimum,MEX,Polymer,,United States,2025
Burton Precision,Printing services,Intamsys,410,1,Minimum,MEX,Polymer,,United States,2025
Burton Precision,Printing services,Intamsys,610,1,Minimum,MEX,Polymer,,United States,2025
Burton Precision,Printing services,Sinterit,SUZY,1,Minimum,PBF-LB,Polymer,,United States,2025
Burton Precision,Printing services,Sinterit,Lisa X,1,Minimum,PBF-LB,Polymer,,United States,2025
Catalysis Additive Tooling,Printing services,HP,,1,Minimum,PBF-IR,Polymer,,United States,2025
Catalysis Additive Tooling,Printing services,Formlabs,,1,Minimum,VPP,Polymer,,United States,2025
Catalysis Additive Tooling,Printing services,Formlabs,,1,Minimum,PBF-LB,Polymer,,United States,2025
Catalysis Additive Tooling,Printing services,ExOne,,1,Minimum,BJT,Polymer,,United States,2025
Catalysis Additive Tooling,Printing services,,,1,Minimum,PBF-LB,Metal,,United States,2025
Caterpillar,Printing services,3D Systems,sPro 60,1,Actual,PBF-LB,Polymer,,United States,2024
Caterpillar,Printing services,3D Systems,Viper,1,Actual,VPP,Polymer,,United States,2024
Caterpillar,Printing services,Carbon 3d,M2,1,Actual,VPP,Polymer,,United States,2024
Caterpillar,Printing services,Nikon SLM,SLM 280,1,Actual,PBF-LB,Metal,,United States,2024
Caterpillar,Printing services,Stratasys,900mc,1,Actual,MEX,Polymer,,United States,2024
Caterpillar,Printing services,UltiMaker,S5,1,Actual,MEX,Polymer,,United states,2024
Cimquest Inc,Printing services,,,1,Minimum,MEX,Polymer,,United states,2025
Cimquest Inc,Printing services,,,1,Minimum,PBF-LB,Polymer,,United states,2025
Cimquest Inc,Printing services,,,1,Minimum,MJT,Polymer,,United states,2025
Cincinnati Incorporated,Printing services,,,1,Minimum,MEX,Polymer,,United States,2025
CoKreeate,Printing services,,,1,Minimum,MEX,Polymer,,United States,2025
CoKreeate,Printing services,,,1,Minimum,VPP,Polymer,,United States,2025
CoKreeate,Printing services,,,1,Minimum,BJT,Polymer,,United States,2025
Compound Dynamics,Printing services,Creality,CR-10 Smart Pro,3,Actual,MEX,Polymer,,United States,2024
Compound Dynamics,Printing services,Bambu Lab,X1 Carbon,2,Actual,MEX,Polymer,,United States,2024
Compound Dynamics,Printing services,Compound Dynamics,RMC-30,1,Actual,MEX,Metal,,United States,2024
Concept Advanced Manufacturing Solutions,Printing services,,,1,Minimum,MEX,Polymer,,United states,2025
Concept Advanced Manufacturing Solutions,Printing services,,,1,Minimum,VPP,Polymer,,United States,2025
Concept Advanced Manufacturing Solutions,Printing services,,,1,Minimum,PBF-LB,Metal,,United States,2025
Concept Advanced Manufacturing Solutions,Printing services,,,1,Minimum,PBF-LB,Polymer,,United States,2025
Cosine Additive Inc,Printing services,,,1,Minimum,MEX,Polymer,,United States,2025
CT3D,Printing services,,,1,Minimum,MEX,Polymer,,United States,2025
CT3D,Printing services,,,1,Minimum,VPP,Polymer,,United States,2025
CTC – Concurrent Technologies Corporation,Printing services,SLM,280HL,1,Minimum,PBF-LB,Metal,,United States,2025
CTC – Concurrent Technologies Corporation,Printing services,Nikon SLM,SLM 280,1,Minimum,pDED-LB,Metal,,United States,2025
CTC – Concurrent Technologies Corporation,Printing services,Concurrent Technologies,Gen III,1,Minimum,Cold Spray,Metal,,United States,2025
Cumberland Additive,Printing services,SLM,280HL,6,Actual,PBF-LB,Metal,,United States,2025
Cumberland Additive,Printing services,SLM,500HL,1,Actual,PBF-LB,Metal,,United States,2025
Cumberland Additive,Printing services,Arcam,EBM Q20+,2,Actual,PBF-EB,Metal,,United States,2025
Cumberland Additive,Printing services,JEOL,,1,Actual,PBF-EB,Metal,,United States,2025
Cumberland Additive,Printing services,EOS,M280,12,Actual,PBF-LB,Metal,,United States,2025
Cumberland Additive,Printing services,EOS,M290,2,Actual,PBF-LB,Metal,,Canada,2025
Cumberland Additive,Printing services,EOS,M400-4,2,Actual,PBF-LB,Metal,,Canada,2025
Cumberland Additive,Printing services,EOS,M400-1,1,Actual,PBF-LB,Metal,,Canada,2025
Cumberland Additive,Printing services,EOS,Integra,4,Actual,PBF-LB,Polymer,,Canada,2025
Custom Prototypes,Printing services,Mimaki,3DUJ553,1,Actual,MJT,Polymer,,Canada,2024
Custom Prototypes,Printing services,Renishaw,,2,Actual,PBF-LB,Metal,,Canada,2024
Custom Prototypes,Printing services,ZRapid,,5,Actual,VPP,Polymer,,Canada,2024
Custom Prototypes,Printing services,Creatbot,,1,Actual,MEX,Polymer,,Canada,2024
Custom Prototypes,Printing services,Creatbot,,1,Actual,MEX,Polymer,,Canada,2023
Custom Prototypes,Printing services,Mimaki,,1,Actual,,,,Canada,2023
Custom Prototypes,Printing services,Peopoly DLP,,1,Actual,,,,Canada,2023
Custom Prototypes,Printing services,Renishaw,,2,Actual,PBF-LB,Metal,,United States,2023
Custom Prototypes,Printing services,ZRapid,,4,Actual,VPP,,,United States,2023
Custom Prototypes,Printing services,3D Systems,,4,Actual,VPP,Polymer,,United States,2022
Custom Prototypes,Printing services,Renishaw,,2,Actual,PBF,Metal,,United States,2022
DELRAY Systems,Printing services,Asiga,,1,Actual,,,,United States,2023
DELRAY Systems,Printing services,Bambu Lab,,1,Actual,MEX,Polymer,,United States,2023
DELRAY Systems,Printing services,BCN3D,,2,Actual,MEX,Polymer,,United States,2023
DELRAY Systems,Printing services,BigRep,,4,Actual,,,,United States,2023
DELRAY Systems,Printing services,Markforged,,1,Actual,MEX,,,United States,2023
DELRAY Systems,Printing services,Nexa3D,,2,Actual,VPP,,,United States,2023
DELRAY Systems,Printing services,Omni3D,,4,Actual,,,,United States,2023
DELRAY Systems,Printing services,Omni3D,,4,Actual,,,,United States,2023
DELRAY Systems,Printing services,Sinterit,,1,Actual,,,,United States,2023
DELRAY Systems,Printing services,UltiMaker,,10,Actual,,,,United States,2023
DELRAY Systems,Printing services,Asiga,,1,Actual,,,,United States,2022
DELRAY Systems,Printing services,Bigrep,,4,Actual,,,,United States,2022
DELRAY Systems,Printing services,Intamsys,,3,Actual,,,,United States,2022
DELRAY Systems,Printing services,Markforged,,2,Actual,MEX,,,United States,2022
DELRAY Systems,Printing services,Nexa3D,,2,Actual,VPP,,,United States,2022
DELRAY Systems,Printing services,Omni3D,,3,Actual,,,,United States,2022
DELRAY Systems,Printing services,Sinterit,,3,Actual,,,,United States,2022
DELRAY Systems,Printing services,UltiMaker,,10,Actual,,,,United States,2022
Dependable Pattern Works,Printing services,Stratasys,200mc,2,Actual,MEX,Polymer,,United States,2025
Dependable Pattern Works,Printing services,Stratasys,450mc,1,Actual,MEX,Polymer,,United States,2025
Dependable Pattern Works,Printing services,Stratasys,400mc,2,Actual,MEX,Polymer,,United States,2025
Detroit 3D,Printing services,Markforged,,1,Minimum,MEX,Polymer,,United States,2025
DI Labs,Printing services,Carbon,,1,Actual,VPP,,,United States,2023
DI Labs,Printing services,HP,,13,Actual,BJT,,,United States,2023
DI Labs,Printing services,Markforged,,1,Actual,MEX,,,United States,2023
DI Labs,Printing services,Stratasys,,2,Actual,MEX,,,United States,2023
DI Labs,Printing services,Carbon,,2,Actual,VPP,,,United States,2022
DI Labs,Printing services,HP,,12,Actual,BJT,,,United States,2022
DI Labs,Printing services,Markforged,,1,Actual,MEX,,,United states,2022
DI Labs,Printing services,Stratasys,,2,Actual,MEX,,,United states,2022
DI Labs,Printing services,EOS,,1,Actual,PBF-LB,Polymer,,United states,2022
Duncan Machine Products – DMP,Printing services,Velo3D,Sapphire,1,Minimum,PBF-LB,Metal,,United states,2025
eCadCam,Printing services,,,1,Minimum,MEX,Polymer,,United states,2025
eCadCam,Printing services,HP,,1,Minimum,PBF-IR,Polymer,,United states,2025
eCadCam,Printing services,,,1,Minimum,VPP,Polymer,,United States,2025
eCadCam,Printing services,,,1,Minimum,PBF-LB,Polymer,,United States,2025
eCadCam,Printing services,,,1,Minimum,MJT,Polymer,,United States,2025
eCadCam,Printing services,,,1,Minimum,PBF-LB,Metal,,United States,2025
Electroimpact,Printing services,Siemens,840D CNC,1,Minimum,MEX,Polymer,,United States,2025
Elite Mold & Engineering/Elite Additive Manufacturing,Printing services,Carbon,M2,1,Minimum,VPP,Polymer,,United States,2025
Endeavor3D,Printing services,HP,,1,Minimum,PBF-IR,Polymer,,United States,2025
Endeavor3D,Printing services,Stratasys,Fortus 450mc,1,Minimum,MEX,Polymer,,United States,2025
Endeavor3D,Printing services,HP,Metal Jet,1,Minimum,BJT,Metal,,United States,2025
EPTAM Precision Metals,Printing services,,,1,Actual,BJT,Metal,,United States,2025
EPTAM Precision Metals,Printing services,Intamsys,Funmat HT,1,Actual,MEX,Polymer,,United States,2025
EPTAM Precision Metals,Printing services,Formlabs,Form 2,1,Actual,VPP,Polymer,,United States,2025
EPTAM Precision Metals,Printing services,Formlabs,Fuse 1,1,Actual,PBF-LB,Polymer,,United States,2025
EPTAM Precision Metals,Printing services,Raise3D,Pro2,25,Actual,MEX,Polymer,,United States,2025
EPTAM Precision Metals,Printing services,Raise3D,Pro2 Plus,1,Actual,MEX,Polymer,,United States,2025
EPTAM Precision Metals,Printing services,Raise3D,E2,1,Actual,MEX,Polymer,,United States,2025
Eveline,Printing services,,,1,Minimum,MEX,Glass,,Canada,2025
Evology MFG,Printing services,,,8,Minimum,PBF-LB,Metal,,Canada,2025
Evology MFG,Printing services,,,2,Minimum,PBF-LB,Polymer,,Canada,2025
Evology MFG,Printing services,,,16,Minimum,MEX,Polymer,,United States,2025
Exco Engineering,Printing services,EOS,,4,Minimum,PBF-LB,Metal,,United States,2025
Exergy Solutions,Printing services,Renishaw,AM250,1,Actual,PBF-LB,Metal,,United States,2025
Exergy Solutions,Printing services,Wayland Additive,Calibur3,1,Actual,PBF-EB,Metal,,United States,2025
Extol Inc.,Printing services,HP,,1,Minimum,PBF-IR,Metal,,United States,2025
Fabric8Labs,Printing services,Proprietary,,1,Minimum,Other,Metal,,United States,2025
Famaero,Printing services,Proprietary,,1,Actual,PBF-EB,Metal,,United States,2025
Fargo 3D Printing,Printing services,,,1,Minimum,MEX,Polymer,,United States,2025
Farrar Corporation,Printing services,Raise3D,Pro2,1,Actual,MEX,Polymer,,United States,2025
FasTech,Printing services,Gefertec,Arc405,1,Actual,wDED-Arc,Metal,,United States,2025
FasTech,Printing services,Gefertec,Arc605,1,Actual,wDED-Arc,Metal,,United States,2025
Fathom Digital Manufacturing,Printing services,,,1,Minimum,PBF-LB,Polymer,,United States,2025
Fathom Digital Manufacturing,Printing services,Stratasys,Fortus 450mc,1,Minimum,MEX,Polymer,,United States,2025
Fathom Digital Manufacturing,Printing services,,,1,Minimum,MJT,Polymer,,United States,2025
Fathom Digital Manufacturing,Printing services,,,1,Minimum,VPP,Polymer,,United States,2025
Fathom Digital Manufacturing,Printing services,EOS,M280,3,Minimum,PBF-LB,Metal,,United States,2025
Fathom Digital Manufacturing,Printing services,EOS,M290,1,Minimum,PBF-LB,Metal,,United States,2025
Fathom Digital Manufacturing,Printing services,HP,,1,Minimum,PBF-IR,Polymer,,United States,2025
Forerunner 3D Printing,Printing services,HP,MJF 4200,1,Actual,PBF-IR,Polymer,,United States,2025
Forerunner 3D Printing,Printing services,3D Systems,,3,Actual,VPP,Polymer,,United States,2025
Forerunner 3D Printing,Printing services,Stratasys,J750,1,Actual,MJT,Polymer,,Canada,2025
Forerunner 3D Printing,Printing services,Stratasys,,3,Actual,MEX,Polymer,,Canada,2025
Forerunner 3D Printing,Printing services,EOS,P 770,2,Actual,PBF-LB,Polymer,,Canada,2025
Forerunner 3D Printing,Printing services,Formlabs,Form 2,2,Actual,VPP,Polymer,,Canada,2025
Forge Labs,Printing services,EOS,EOS P396,1,Minimum,PBF-LB,Polymer,,Canada,2025
Forge Labs,Printing services,EOS,EOS P110 Velocis,1,Minimum,PBF-LB,Polymer,,Canada,2025
Forge Labs,Printing services,3D Systems,ProX 800,1,Minimum,VPP,Polymer,,Canada,2025
Forge Labs,Printing services,3D Systems,ProX 950,1,Minimum,VPP,Polymer,,Canada,2025
Forge Labs,Printing services,HP,HP Jet Fusion 5200,1,Minimum,PBF-IR,Polymer,,United States,2025
Forge Labs,Printing services,HP,HP Jet Fusion 4200,1,Minimum,PBF-IR,Polymer,,United States,2025
Forge Labs,Printing services,Stratasys,Fortus 450,1,Minimum,MEX,Polymer,,United States,2025
Forge Labs,Printing services,Stratasys,Fortus 900,1,Minimum,MEX,Polymer,,United States,2025
FreeFORM Technologies,Printing services,,,1,Minimum,BJT,Metal,,United States,2025
FreeFORM Technologies,Printing services,,,1,Minimum,VPP,Polymer,,United States,2025
FreeFORM Technologies,Printing services,,,1,Minimum,MEX,Metal,,United States,2025
FreeFORM Technologies,Printing services,,,1,Minimum,MEX,Polymer,,United States,2025
Gallagher Corporation,Printing services,Carbon,,1,Minimum,VPP,Polymer,,United States,2025
Geofabrica,Printing services,Photocentric,Liquid Crystal Magna,1,Minimum,VPP,Polymer,,United States,2025
Geofabrica,Printing services,,,2,Minimum,MEX,Polymer,,United States,2025
Geofabrica,Printing services,,,1,Minimum,wDED-Arc,Metal,,United States,2025
Geofabrica,Printing services,,,1,Minimum,PBF-LB,Metal,,United States,2025
GoEngineer,Printing services,Stratasys,,60,Actual,MEX,Polymer,,United States,2023
GoEngineer,Printing services,Stratasys,,50,Actual,MJT,Polymer,,United States,2023
GoEngineer,Printing services,Stratasys,SAF,2,Actual,PBF-IR,Polymer,,United States,2023
GoEngineer,Printing services,Xact Metal,,1,Actual,PBF-LB,Metal,,United States,2023
GoEngineer,Printing services,Stratasys,,50,Actual,MEX,Polymer,,United States,2022
GoEngineer,Printing services,Stratasys,,40,Actual,MJT,Polymer,,United States,2022
GoEngineer,Printing services,Stratasys,SAF,2,Actual,PBF-IR,Polymer,,United States,2022
GoEngineer,Printing services,Xact Metal,,1,Actual,PBF-LB,Metal,,United States,2022
GZERO Additive,Printing services,GZERO Additive,4310 Dual,1,Actual,MEX,Polymer,,United States,2025
GZERO Additive,Printing services,GZERO Additive,4310 Single,1,Actual,MEX,Polymer,,United States,2025
GZERO Additive,Printing services,GZERO Additive,435 Dual,1,Actual,MEX,Polymer,,United States,2025
GZERO Additive,Printing services,GZERO Additive,435 Single,1,Actual,MEX,Polymer,,United States,2025
Hawk Ridge Systems,Printing services,HP,Jet Fusion 5200,1,Minimum,PBF-IR,Polymer,,United States,2025
Hawk Ridge Systems,Printing services,Markforged,,1,Minimum,MEX,,,United states,2025
Hawk Ridge Systems,Printing services,Markforged,,1,Minimum,MEX,Polymer,,United states,2025
